review_id,order_id,rating,review_text,review_date,is_rating_missing
REV0077,ORD00715,4.0,"Nice product, good value for the price.",2026-04-07,False
REV0078,ORD00247,1.0,"Still waiting past the promised date, frustrating experience.",2025-11-09,False
REV0079,ORD00702,1.0,"Ordered this over a week late, wouldn't order again.",2026-05-08,False
REV0080,ORD00451,5.0,"Exceeded expectations, will be ordering more.",2025-12-15,False
REV0081,ORD00915,4.0,"Nice product, good value for the price.",2026-03-25,False
REV0082,ORD00613,1.0,"Not as described, quality was poor.",2026-06-22,False
REV0083,ORD00943,,"Average product, nothing special.",2026-06-07,True
REV0084,ORD00805,5.0,"Great quality, arrived as expected, would buy again!",2025-10-26,False
REV0085,ORD00431,2.0,"Delivery took way longer than promised, not happy.",2026-05-30,False
REV0086,ORD00629,4.0,"Really happy with this purchase, exactly as described.",2026-04-01,False
REV0087,ORD00206,4.0,Fast shipping and item was well packaged.,2026-03-14,False
REV0088,ORD00285,4.0,Fast shipping and item was well packaged.,2026-01-14,False
REV0089,ORD00167,4.0,"Great quality, arrived as expected, would buy again!",2025-05-21,False
REV0090,ORD00392,4.0,"Great quality, arrived as expected, would buy again!",2026-04-01,False
REV0091,ORD00215,5.0,"Nice product, good value for the price.",2026-05-25,False
REV0092,ORD00669,4.0,"Really happy with this purchase, exactly as described.",2026-06-21,False
REV0093,ORD00743,3.0,"Average product, nothing special.",2026-06-09,False
REV0094,ORD00288,5.0,"Great quality, arrived as expected, would buy again!",2026-04-25,False
REV0095,ORD00141,4.0,"Really happy with this purchase, exactly as described.",2025-09-20,False
REV0096,ORD00510,1.0,"Item never arrived on time, very disappointing.",2026-05-06,False
REV0097,ORD00689,1.0,"It's okay, does the job.",2026-01-12,False
REV0098,ORD00072,1.0,"Delivery took way longer than promised, not happy.",2026-04-15,False
REV0099,ORD00292,4.0,"Great quality, arrived as expected, would buy again!",2026-01-14,False
REV0100,ORD00650,3.0,"Average product, nothing special.",2026-03-03,False
REV0101,ORD00409,1.0,"Still waiting past the promised date, frustrating experience.",2025-10-19,False
REV0102,ORD00310,4.0,"It's okay, does the job.",2025-11-22,False
REV0103,ORD00623,1.0,"It's okay, does the job.",2026-06-19,False
REV0104,ORD00682,4.0,"Nice product, good value for the price.",2026-04-12,False
REV0105,ORD00990,2.0,"Ordered this over a week late, wouldn't order again.",2025-11-03,False
REV0106,ORD00179,5.0,"Nice product, good value for the price.",2026-02-03,False
REV0107,ORD00279,5.0,"Nice product, good value for the price.",2026-06-21,False
REV0108,ORD00326,2.0,"Fine for the price, packaging could be better.",2026-01-20,False
REV0109,ORD00848,5.0,"Great quality, arrived as expected, would buy again!",2025-08-01,False
REV0110,ORD00146,2.0,"Average product, nothing special.",2026-06-16,False
REV0111,ORD00927,3.0,"Fine for the price, packaging could be better.",2026-06-11,False
REV0112,ORD00145,5.0,Fast shipping and item was well packaged.,2026-06-28,False
REV0113,ORD00080,4.0,"Exceeded expectations, will be ordering more.",2025-09-19,False
REV0114,ORD00190,5.0,Fast shipping and item was well packaged.,2025-06-07,False
REV0115,ORD00357,4.0,"Great quality, arrived as expected, would buy again!",2026-05-12,False
REV0116,ORD00538,3.0,"Wrong item sent, had to return it.",2026-06-01,False
REV0117,ORD00366,2.0,"Item never arrived on time, very disappointing.",2026-07-04,False
REV0118,ORD00876,3.0,"Average product, nothing special.",2026-06-30,False
REV0119,ORD00829,4.0,"Nice product, good value for the price.",2026-06-27,False
REV0120,ORD00442,2.0,"Item never arrived on time, very disappointing.",2026-05-07,False
REV0121,ORD00610,4.0,"Nice product, good value for the price.",2026-06-16,False
REV0122,ORD00076,3.0,"Average product, nothing special.",2026-04-20,False
REV0123,ORD00341,4.0,"Exceeded expectations, will be ordering more.",2026-05-29,False
REV0124,ORD00186,4.0,"Nice product, good value for the price.",2026-03-02,False
REV0125,ORD00678,4.0,"Fine for the price, packaging could be better.",2026-07-01,False
REV0126,ORD00141,,Fast shipping and item was well packaged.,2025-09-15,True
REV0127,ORD00677,4.0,"Exceeded expectations, will be ordering more.",2025-12-03,False
REV0128,ORD00086,5.0,"Nice product, good value for the price.",2025-09-08,False
REV0129,ORD00150,3.0,"Average product, nothing special.",2026-01-02,False
REV0130,ORD00752,3.0,"Fine for the price, packaging could be better.",2026-04-27,False
REV0131,ORD00553,5.0,Fast shipping and item was well packaged.,2026-04-04,False
REV0132,ORD00704,4.0,"Great quality, arrived as expected, would buy again!",2025-11-29,False
REV0133,ORD00973,1.0,"Item never arrived on time, very disappointing.",2026-05-09,False
REV0134,ORD00909,5.0,"Really happy with this purchase, exactly as described.",2026-06-23,False
REV0135,ORD00900,,Not worth the money.,2026-04-10,True
REV0136,ORD00362,4.0,Fast shipping and item was well packaged.,2026-06-26,False
REV0137,ORD00517,3.0,"It's okay, does the job.",2026-01-12,False
REV0138,ORD00893,4.0,Fast shipping and item was well packaged.,2025-11-09,False
REV0139,ORD00477,,"Great quality, arrived as expected, would buy again!",2026-06-17,True
REV0140,ORD00992,2.0,"Average product, nothing special.",2026-05-27,False
REV0141,ORD00113,5.0,"Really happy with this purchase, exactly as described.",2026-06-20,False
REV0142,ORD00926,2.0,"Ordered this over a week late, wouldn't order again.",2025-11-18,False
REV0143,ORD00400,5.0,"Nice product, good value for the price.",2026-06-01,False
REV0144,ORD00364,,"Average product, nothing special.",2026-01-27,True
REV0145,ORD00903,4.0,"Great quality, arrived as expected, would buy again!",2026-04-20,False
REV0146,ORD00132,1.0,"Item never arrived on time, very disappointing.",2026-01-12,False
REV0147,ORD00952,5.0,"Great quality, arrived as expected, would buy again!",2026-06-11,False
REV0148,ORD00732,5.0,"Really happy with this purchase, exactly as described.",2025-12-24,False
REV0149,ORD00262,4.0,Fast shipping and item was well packaged.,2025-11-27,False
REV0150,ORD00762,4.0,"Average product, nothing special.",2026-07-04,False
REV0151,ORD00165,2.0,"Delivery took way longer than promised, not happy.",2026-03-30,False
REV0152,ORD00577,3.0,"It's okay, does the job.",2026-05-09,False
REV0153,ORD00554,1.0,"Item never arrived on time, very disappointing.",2025-10-21,False
REV0154,ORD00448,5.0,"Exceeded expectations, will be ordering more.",2026-01-23,False
REV0155,ORD00965,4.0,Fast shipping and item was well packaged.,2025-11-02,False
REV0156,ORD00328,5.0,"Exceeded expectations, will be ordering more.",2026-06-26,False
REV0157,ORD00569,5.0,Fast shipping and item was well packaged.,2025-02-17,False
REV0158,ORD00756,5.0,"Great quality, arrived as expected, would buy again!",2026-01-17,False
REV0159,ORD00976,3.0,"Fine for the price, packaging could be better.",2026-06-17,False
REV0160,ORD00219,5.0,"Nice product, good value for the price.",2025-08-08,False
REV0161,ORD00192,5.0,Fast shipping and item was well packaged.,2026-03-29,False
REV0162,ORD00410,,"Exceeded expectations, will be ordering more.",2026-04-11,True
REV0163,ORD00499,2.0,"Delivery took way longer than promised, not happy.",2025-05-24,False
REV0164,ORD00896,5.0,"Great quality, arrived as expected, would buy again!",2026-06-28,False
REV0165,ORD00685,3.0,"It's okay, does the job.",2026-07-13,False
REV0166,ORD00865,1.0,"Wrong item sent, had to return it.",2026-07-02,False
REV0167,ORD00751,3.0,"Average product, nothing special.",2026-03-15,False
REV0168,ORD00157,5.0,Fast shipping and item was well packaged.,2026-01-31,False
REV0169,ORD00832,1.0,Package was late and support was slow to respond.,2026-03-18,False
REV0170,ORD00241,4.0,"Exceeded expectations, will be ordering more.",2026-04-05,False
REV0171,ORD00878,4.0,Fast shipping and item was well packaged.,2025-11-28,False
REV0172,ORD00349,5.0,"Really happy with this purchase, exactly as described.",2025-08-23,False
REV0173,ORD00093,3.0,"Wrong item sent, had to return it.",2025-11-15,False
REV0174,ORD00880,5.0,"Really happy with this purchase, exactly as described.",2026-01-09,False
REV0175,ORD00223,3.0,"Average product, nothing special.",2025-06-26,False
REV0176,ORD00761,4.0,"Really happy with this purchase, exactly as described.",2026-05-27,False
REV0177,ORD00750,5.0,"Really happy with this purchase, exactly as described.",2025-10-29,False
REV0178,ORD00773,4.0,"Exceeded expectations, will be ordering more.",2026-05-16,False
REV0179,ORD00692,,"Nice product, good value for the price.",2026-02-13,True
REV0180,ORD00064,5.0,Fast shipping and item was well packaged.,2026-05-15,False
REV0181,ORD00019,4.0,"Great quality, arrived as expected, would buy again!",2026-02-15,False
REV0182,ORD00679,5.0,"Nice product, good value for the price.",2026-01-04,False
REV0183,ORD00698,5.0,"Great quality, arrived as expected, would buy again!",2026-03-12,False
REV0184,ORD00565,4.0,"Exceeded expectations, will be ordering more.",2025-12-22,False
REV0185,ORD00747,5.0,"Exceeded expectations, will be ordering more.",2026-02-25,False
REV0186,ORD00928,5.0,"Nice product, good value for the price.",2026-05-24,False
REV0187,ORD00929,5.0,"Nice product, good value for the price.",2026-04-21,False
REV0188,ORD00023,1.0,Not worth the money.,2026-06-28,False
REV0189,ORD00850,4.0,"Really happy with this purchase, exactly as described.",2025-08-11,False
REV0190,ORD00196,5.0,"Nice product, good value for the price.",2026-03-23,False
REV0191,ORD00811,5.0,"Nice product, good value for the price.",2026-01-14,False
REV0192,ORD00741,,"Ordered this over a week late, wouldn't order again.",2026-05-03,True
REV0193,ORD00666,,"Still waiting past the promised date, frustrating experience.",2025-07-16,True
REV0194,ORD00535,4.0,"Nice product, good value for the price.",2025-12-11,False
REV0195,ORD00660,1.0,"It's okay, does the job.",2026-06-26,False
REV0196,ORD00293,5.0,"Great quality, arrived as expected, would buy again!",2025-12-04,False
REV0197,ORD00438,5.0,"Nice product, good value for the price.",2025-08-23,False
REV0198,ORD00111,4.0,"Really happy with this purchase, exactly as described.",2026-05-08,False
REV0199,ORD00302,5.0,"Exceeded expectations, will be ordering more.",2025-05-14,False
REV0200,ORD00300,4.0,Fast shipping and item was well packaged.,2025-08-06,False
REV0201,ORD00406,2.0,"Item never arrived on time, very disappointing.",2026-05-24,False
REV0202,ORD00728,,"Really happy with this purchase, exactly as described.",2025-10-21,True
REV0203,ORD00868,5.0,"Nice product, good value for the price.",2025-11-08,False
REV0204,ORD00649,5.0,"Great quality, arrived as expected, would buy again!",2025-06-07,False
REV0205,ORD00441,4.0,"Great quality, arrived as expected, would buy again!",2025-10-28,False
REV0206,ORD00091,5.0,Fast shipping and item was well packaged.,2025-12-15,False
REV0207,ORD00082,1.0,"Average product, nothing special.",2025-10-01,False
REV0208,ORD00284,5.0,"Great quality, arrived as expected, would buy again!",2026-03-03,False
REV0209,ORD00983,3.0,"It's okay, does the job.",2026-06-19,False
REV0210,ORD00298,5.0,"Great quality, arrived as expected, would buy again!",2026-04-22,False
REV0211,ORD00031,4.0,"Great quality, arrived as expected, would buy again!",2025-05-17,False
REV0212,ORD00011,2.0,"Average product, nothing special.",2026-05-17,False
REV0213,ORD00336,4.0,"Really happy with this purchase, exactly as described.",2026-01-16,False
REV0214,ORD00189,3.0,"Average product, nothing special.",2026-05-06,False
REV0215,ORD00813,4.0,"Really happy with this purchase, exactly as described.",2025-09-30,False
REV0216,ORD00882,4.0,"Exceeded expectations, will be ordering more.",2026-06-01,False
REV0217,ORD00866,3.0,"It's okay, does the job.",2026-05-12,False
REV0218,ORD00655,5.0,"Nice product, good value for the price.",2026-04-23,False
REV0219,ORD00910,3.0,"Average product, nothing special.",2025-10-04,False
REV0220,ORD00163,3.0,"It's okay, does the job.",2026-03-10,False
REV0221,ORD00466,2.0,Package was late and support was slow to respond.,2026-06-07,False
REV0222,ORD00322,5.0,"Exceeded expectations, will be ordering more.",2026-03-21,False
REV0223,ORD00079,5.0,Fast shipping and item was well packaged.,2026-05-31,False
REV0224,ORD00563,5.0,Fast shipping and item was well packaged.,2026-04-10,False
REV0225,ORD00002,1.0,"Delivery took way longer than promised, not happy.",2026-03-31,False
REV0226,ORD00578,4.0,"Average product, nothing special.",2026-05-21,False
REV0227,ORD00182,5.0,"Nice product, good value for the price.",2025-04-10,False
REV0228,ORD00734,5.0,"Great quality, arrived as expected, would buy again!",2025-12-02,False
REV0229,ORD00939,2.0,"Item never arrived on time, very disappointing.",2026-05-28,False
REV0230,ORD00705,3.0,"Fine for the price, packaging could be better.",2026-04-02,False
REV0231,ORD00464,2.0,"Still waiting past the promised date, frustrating experience.",2026-06-25,False
REV0232,ORD00840,5.0,"Really happy with this purchase, exactly as described.",2025-12-14,False
REV0233,ORD00005,1.0,"Item never arrived on time, very disappointing.",2026-06-18,False
REV0234,ORD00532,1.0,"Delivery took way longer than promised, not happy.",2026-07-13,False
REV0235,ORD00207,5.0,"Really happy with this purchase, exactly as described.",2026-06-25,False
REV0236,ORD00120,4.0,"Really happy with this purchase, exactly as described.",2025-09-12,False
REV0237,ORD00483,3.0,"Fine for the price, packaging could be better.",2025-11-05,False
REV0238,ORD00543,1.0,"Item never arrived on time, very disappointing.",2026-06-29,False
REV0239,ORD00214,3.0,"Fine for the price, packaging could be better.",2026-01-09,False
REV0240,ORD00907,4.0,"Nice product, good value for the price.",2026-05-07,False
REV0241,ORD00181,,"Ordered this over a week late, wouldn't order again.",2026-05-28,True
REV0242,ORD00269,4.0,Fast shipping and item was well packaged.,2025-11-12,False
REV0243,ORD00391,1.0,Not worth the money.,2026-04-08,False
REV0244,ORD00073,1.0,"It's okay, does the job.",2026-03-17,False
REV0245,ORD00224,3.0,"It's okay, does the job.",2025-07-28,False
REV0246,ORD00211,5.0,"Really happy with this purchase, exactly as described.",2025-03-19,False
REV0247,ORD00346,2.0,"Item never arrived on time, very disappointing.",2026-04-23,False
REV0248,ORD00923,4.0,"Nice product, good value for the price.",2026-05-13,False
REV0249,ORD00123,5.0,Fast shipping and item was well packaged.,2026-07-12,False
REV0250,ORD00184,2.0,"Ordered this over a week late, wouldn't order again.",2025-08-10,False
REV0251,ORD00781,5.0,Fast shipping and item was well packaged.,2026-03-18,False
REV0252,ORD00828,4.0,"Really happy with this purchase, exactly as described.",2026-05-31,False
REV0253,ORD00525,5.0,"Exceeded expectations, will be ordering more.",2026-03-14,False
REV0254,ORD00014,1.0,"Average product, nothing special.",2026-06-17,False
REV0255,ORD00238,5.0,"Exceeded expectations, will be ordering more.",2025-10-01,False
REV0256,ORD00260,1.0,"Delivery took way longer than promised, not happy.",2026-03-21,False
REV0257,ORD00911,4.0,"Really happy with this purchase, exactly as described.",2026-05-29,False
REV0258,ORD00321,5.0,Fast shipping and item was well packaged.,2026-05-15,False
REV0259,ORD00496,4.0,"Great quality, arrived as expected, would buy again!",2025-08-20,False
REV0260,ORD00885,1.0,"Wrong item sent, had to return it.",2025-10-30,False
REV0261,ORD00420,2.0,"Ordered this over a week late, wouldn't order again.",2026-01-28,False
REV0262,ORD00599,,"It's okay, does the job.",2026-04-14,True
REV0263,ORD00707,4.0,"Nice product, good value for the price.",2026-06-07,False
REV0264,ORD00869,5.0,"Nice product, good value for the price.",2025-07-03,False
REV0265,ORD00133,4.0,"Exceeded expectations, will be ordering more.",2025-05-29,False
REV0266,ORD00092,5.0,"Nice product, good value for the price.",2026-04-06,False
REV0267,ORD00821,4.0,"Nice product, good value for the price.",2026-02-21,False
REV0268,ORD00130,4.0,Fast shipping and item was well packaged.,2026-04-22,False
REV0269,ORD00987,4.0,"Really happy with this purchase, exactly as described.",2026-06-30,False
REV0270,ORD00170,5.0,"Exceeded expectations, will be ordering more.",2026-02-06,False
REV0271,ORD00115,5.0,Fast shipping and item was well packaged.,2026-07-05,False
REV0272,ORD00701,5.0,"Exceeded expectations, will be ordering more.",2026-03-10,False
REV0273,ORD00948,5.0,"Nice product, good value for the price.",2025-09-01,False
REV0274,ORD00585,2.0,"Not as described, quality was poor.",2025-04-06,False
REV0275,ORD00413,4.0,"Really happy with this purchase, exactly as described.",2026-06-03,False
REV0276,ORD00718,5.0,"Really happy with this purchase, exactly as described.",2025-10-20,False
REV0277,ORD00727,4.0,"Exceeded expectations, will be ordering more.",2025-12-27,False
REV0278,ORD00305,4.0,"Great quality, arrived as expected, would buy again!",2026-06-11,False
REV0279,ORD00469,4.0,"Great quality, arrived as expected, would buy again!",2026-06-28,False
REV0280,ORD00074,1.0,"Not as described, quality was poor.",2026-06-04,False
REV0281,ORD00003,5.0,"It's okay, does the job.",2026-06-04,False
REV0282,ORD00592,4.0,"Really happy with this purchase, exactly as described.",2026-03-01,False
REV0283,ORD00376,5.0,"Nice product, good value for the price.",2025-11-03,False
REV0284,ORD00640,2.0,"Still waiting past the promised date, frustrating experience.",2026-02-17,False
REV0285,ORD00013,3.0,"It's okay, does the job.",2026-03-05,False
REV0286,ORD00335,2.0,"Ordered this over a week late, wouldn't order again.",2026-04-15,False
REV0287,ORD00737,4.0,"Great quality, arrived as expected, would buy again!",2026-01-26,False
REV0288,ORD00395,2.0,Not worth the money.,2026-02-24,False
REV0289,ORD00112,5.0,"Nice product, good value for the price.",2026-06-22,False
REV0290,ORD00465,4.0,Fast shipping and item was well packaged.,2026-06-09,False
REV0291,ORD00333,5.0,Fast shipping and item was well packaged.,2025-10-08,False
REV0292,ORD00188,5.0,"Nice product, good value for the price.",2026-01-06,False
REV0293,ORD00325,5.0,"Nice product, good value for the price.",2025-12-12,False
REV0294,ORD00949,2.0,Not worth the money.,2026-06-05,False
REV0295,ORD00759,5.0,"Exceeded expectations, will be ordering more.",2025-11-20,False
REV0296,ORD00884,3.0,"Fine for the price, packaging could be better.",2025-12-30,False
REV0297,ORD00044,4.0,Fast shipping and item was well packaged.,2026-04-29,False
REV0298,ORD00329,1.0,Package was late and support was slow to respond.,2026-07-11,False
REV0299,ORD00602,3.0,"Fine for the price, packaging could be better.",2025-12-10,False
REV0300,ORD00404,5.0,"Exceeded expectations, will be ordering more.",2026-06-10,False
REV0301,ORD00772,2.0,"Delivery took way longer than promised, not happy.",2026-01-04,False
REV0302,ORD00327,4.0,"Really happy with this purchase, exactly as described.",2026-03-15,False
REV0303,ORD00921,4.0,"Exceeded expectations, will be ordering more.",2025-03-16,False
REV0304,ORD00559,5.0,Fast shipping and item was well packaged.,2025-07-22,False
REV0305,ORD00867,4.0,Fast shipping and item was well packaged.,2026-01-30,False
REV0306,ORD00557,5.0,"Great quality, arrived as expected, would buy again!",2025-12-13,False
REV0307,ORD00352,4.0,"Great quality, arrived as expected, would buy again!",2026-07-09,False
REV0308,ORD00456,3.0,"It's okay, does the job.",2026-04-26,False
REV0309,ORD00722,,Not worth the money.,2026-03-28,True
REV0310,ORD00918,3.0,"Average product, nothing special.",2026-04-04,False
REV0311,ORD00057,5.0,"Great quality, arrived as expected, would buy again!",2026-03-30,False
REV0312,ORD00787,2.0,"Fine for the price, packaging could be better.",2026-03-17,False
REV0313,ORD00227,,"Great quality, arrived as expected, would buy again!",2026-04-24,True
REV0314,ORD00739,3.0,"Average product, nothing special.",2026-06-28,False
REV0315,ORD00042,5.0,"Nice product, good value for the price.",2026-02-16,False
REV0316,ORD00462,,"It's okay, does the job.",2026-06-11,True
REV0317,ORD00881,4.0,"Exceeded expectations, will be ordering more.",2026-06-22,False
REV0318,ORD00359,3.0,"Fine for the price, packaging could be better.",2026-02-28,False
REV0319,ORD00711,4.0,"Fine for the price, packaging could be better.",2025-12-27,False
REV0320,ORD00185,5.0,"Nice product, good value for the price.",2026-03-18,False
REV0321,ORD00183,1.0,"Still waiting past the promised date, frustrating experience.",2026-04-21,False
REV0322,ORD00421,5.0,"Really happy with this purchase, exactly as described.",2026-05-12,False
REV0323,ORD00060,3.0,"Average product, nothing special.",2026-05-24,False
REV0324,ORD00826,3.0,"Average product, nothing special.",2025-12-31,False
REV0325,ORD00786,2.0,"Average product, nothing special.",2026-05-15,False
REV0326,ORD00017,2.0,"Ordered this over a week late, wouldn't order again.",2026-04-16,False
REV0327,ORD00363,5.0,Fast shipping and item was well packaged.,2026-02-27,False
REV0328,ORD00699,1.0,Item arrived damaged.,2025-08-29,False
REV0329,ORD00901,4.0,"Really happy with this purchase, exactly as described.",2026-06-25,False
REV0330,ORD00844,5.0,"Nice product, good value for the price.",2026-02-14,False
REV0331,ORD00574,5.0,Fast shipping and item was well packaged.,2025-11-22,False
REV0332,ORD00683,2.0,Package was late and support was slow to respond.,2026-01-22,False
REV0333,ORD00491,5.0,"Nice product, good value for the price.",2025-10-11,False
REV0334,ORD00800,2.0,Package was late and support was slow to respond.,2026-04-20,False
REV0335,ORD00634,1.0,"Still waiting past the promised date, frustrating experience.",2026-03-22,False
REV0336,ORD00656,3.0,Item arrived damaged.,2025-11-28,False
REV0337,ORD00386,4.0,Fast shipping and item was well packaged.,2025-05-18,False
REV0338,ORD00030,5.0,"Exceeded expectations, will be ordering more.",2026-05-09,False
REV0339,ORD00956,5.0,"Really happy with this purchase, exactly as described.",2025-07-08,False
REV0340,ORD00958,5.0,"Nice product, good value for the price.",2025-10-11,False
REV0341,ORD00667,3.0,"It's okay, does the job.",2026-02-18,False
REV0342,ORD00889,5.0,"Great quality, arrived as expected, would buy again!",2025-10-03,False
REV0343,ORD00396,5.0,"Great quality, arrived as expected, would buy again!",2025-10-30,False
REV0344,ORD00457,2.0,Item arrived damaged.,2026-03-07,False
REV0345,ORD00213,4.0,"Nice product, good value for the price.",2026-03-03,False
REV0346,ORD00033,4.0,"Really happy with this purchase, exactly as described.",2025-12-12,False
REV0347,ORD00895,4.0,Fast shipping and item was well packaged.,2026-02-15,False
REV0348,ORD00470,5.0,"Nice product, good value for the price.",2026-03-09,False
REV0349,ORD00161,4.0,Fast shipping and item was well packaged.,2026-04-01,False
REV0350,ORD00612,4.0,Fast shipping and item was well packaged.,2026-03-30,False
REV0351,ORD00353,4.0,"Exceeded expectations, will be ordering more.",2026-01-23,False
REV0352,ORD00824,3.0,"It's okay, does the job.",2025-09-30,False
REV0353,ORD00980,1.0,"Fine for the price, packaging could be better.",2025-12-28,False
REV0354,ORD00971,4.0,"Really happy with this purchase, exactly as described.",2026-05-03,False
